id,requirement,minimum_acceptance,status,owner_role,named_owner,release_baseline,verification_method,implementation,stored_evidence,limitations,production_acceptance
KEY-009,"Key recovery SHALL require a threshold, delay and out-of-band notification appropriate to the root risk.",Two custodians cannot recover a 3-of-5 root.,NOT_IMPLEMENTED,Independent customer custodians,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
KEY-010,The system SHALL publish independent verification material without publishing secret key material.,Third party verifies certificates and transparency proofs offline.,PARTIAL,Independent customer custodians,Not assigned; required before production,R2/R5,Automated test / simulation,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,tests/extended-security.test.mjs; reports/tests.tap; reports/final-regression.tap,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
KEY-011,HSM and trusted-component firmware/version trust SHALL be policy inputs.,Known-revoked firmware loses authorisation.,BLOCKED_EXTERNAL,Independent customer custodians,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
KEY-012,"Key ceremonies SHALL be documented, witnessed and reproducible.","Ceremony checklist records participants, devices, hashes and exceptions.",PARTIAL,Independent customer custodians,Not assigned; required before production,R2/R5,Source inspection / analysis; external acceptance still required,src/crypto.mjs; src/bootstrap.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"Ed25519 software keys and 3-of-5 multisignature only. No HSM/MPC shares, certified custody, root recovery, rotation/migration or post-quantum implementation.",NOT_APPROVED
AUD-001,Security-relevant records SHALL be append-only and cryptographically linked.,Deletion or modification breaks independently verifiable continuity proof.,VERIFIED_IN_ENGINEERING_PROFILE,Audit/privacy owner,Not assigned; required before production,R2,Automated test / simulation,src/store.mjs; scripts/verify-export.mjs; scripts/verify-export-webcrypto.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Signed local hash chain and independently pinned checkpoint verification are implemented. External witness publication, role-specific field views and complete retention erasure remain gaps.",NOT_APPROVED
AUD-002,"The transparency log SHALL record capsule, evidence digest, policy decision, certificate, execution and observed outcome references.",Full action chain is reconstructable.,PARTIAL,Audit/privacy owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/store.mjs; scripts/verify-export.mjs; scripts/verify-export-webcrypto.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Signed local hash chain and independently pinned checkpoint verification are implemented. External witness publication, role-specific field views and complete retention erasure remain gaps.",NOT_APPROVED
AUD-003,"Sensitive payloads SHALL be minimised, encrypted and access-controlled separately from integrity metadata.",Verifier can validate integrity without broad plaintext access.,PARTIAL,Audit/privacy owner,Not assigned; required before production,R2,Automated test / simulation,src/store.mjs; scripts/verify-export.mjs; scripts/verify-export-webcrypto.mjs,tests/canonical.test.mjs; tests/lifecycle.test.mjs; reports/tests.tap; reports/final-regression.tap,"Signed local hash chain and independently pinned checkpoint verification are implemented. External witness publication, role-specific field views and complete retention erasure remain gaps.",NOT_APPROVED
AUD-004,Logs SHALL include trusted timestamps and ordering sufficient to detect replay and policy races.,Test replay is identifiable from log state.,PARTIAL,Audit/privacy owner,Not assigned; required before production,R2,Automated test / simulation,src/store.mjs; scripts/verify-export.mjs; scripts/verify-export-webcrypto.mjs,tests/lifecycle.test.mjs; reports/tests.tap; reports/final-regression.tap,"Signed local hash chain and independently pinned checkpoint verification are implemented. External witness publication, role-specific field views and complete retention erasure remain gaps.",NOT_APPROVED
AUD-005,Customers SHALL be able to export their evidence and verify it without continued vendor availability.,Offline verifier validates exported bundle.,VERIFIED_IN_ENGINEERING_PROFILE,Audit/privacy owner,Not assigned; required before production,R2,Automated test / simulation,src/store.mjs; scripts/verify-export.mjs; scripts/verify-export-webcrypto.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Signed local hash chain and independently pinned checkpoint verification are implemented. External witness publication, role-specific field views and complete retention erasure remain gaps.",NOT_APPROVED
AUD-006,"Audit retention SHALL be configurable by action class, legal basis and customer instruction.",Retention engine applies and records deletion/hold decisions.,PARTIAL,Audit/privacy owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/store.mjs; scripts/verify-export.mjs; scripts/verify-export-webcrypto.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Signed local hash chain and independently pinned checkpoint verification are implemented. External witness publication, role-specific field views and complete retention erasure remain gaps.",NOT_APPROVED
AUD-007,Administrator access to logs SHALL itself be logged and protected.,Support access produces immutable record and purpose.,VERIFIED_IN_ENGINEERING_PROFILE,Audit/privacy owner,Not assigned; required before production,R2,Automated test / simulation,src/store.mjs; scripts/verify-export.mjs; scripts/verify-export-webcrypto.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Signed local hash chain and independently pinned checkpoint verification are implemented. External witness publication, role-specific field views and complete retention erasure remain gaps.",NOT_APPROVED
AUD-008,The system SHALL support external witness or checkpoint publication for high-assurance tenants.,A forked log is detected by witness comparison.,VERIFIED_IN_ENGINEERING_PROFILE,Audit/privacy owner,Not assigned; required before production,R2,Automated test / simulation,src/store.mjs; scripts/verify-export.mjs; scripts/verify-export-webcrypto.mjs,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Signed local hash chain and independently pinned checkpoint verification are implemented. External witness publication, role-specific field views and complete retention erasure remain gaps.",NOT_APPROVED
AUD-009,Operational telemetry SHALL separate security evidence from product analytics.,Disabling optional analytics does not disable required security evidence.,VERIFIED_IN_ENGINEERING_PROFILE,Audit/privacy owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/store.mjs; scripts/verify-export.mjs; scripts/verify-export-webcrypto.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Signed local hash chain and independently pinned checkpoint verification are implemented. External witness publication, role-specific field views and complete retention erasure remain gaps.",NOT_APPROVED
AUD-010,"The platform SHALL provide audit views for finance, security, privacy and technical assessors with least-privilege fields.",Each role sees only necessary information.,NOT_IMPLEMENTED,Audit/privacy owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/store.mjs; scripts/verify-export.mjs; scripts/verify-export-webcrypto.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Signed local hash chain and independently pinned checkpoint verification are implemented. External witness publication, role-specific field views and complete retention erasure remain gaps.",NOT_APPROVED
AIG-001,"AI SHALL NOT independently issue root, policy or high-risk execution authority.",Removing deterministic approval path prevents AI-only execution.,VERIFIED_IN_ENGINEERING_PROFILE,AI governance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/policy.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"AI is disabled and has no authority or network/data access. A configured advisory model, provenance pipeline, provider agreements and model-evaluation lifecycle are not implemented.",NOT_APPROVED
AIG-002,"AI MAY classify intent, extract proposed fields, explain decisions, simulate policy and generate adversarial test cases.",All AI output is marked proposed/advisory until validated.,PARTIAL,AI governance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/policy.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"AI is disabled and has no authority or network/data access. A configured advisory model, provenance pipeline, provider agreements and model-evaluation lifecycle are not implemented.",NOT_APPROVED
AIG-003,AI-derived structured fields SHALL preserve source provenance and uncertainty.,Operator can trace a field to source span and confidence.,NOT_IMPLEMENTED,AI governance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/policy.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"AI is disabled and has no authority or network/data access. A configured advisory model, provenance pipeline, provider agreements and model-evaluation lifecycle are not implemented.",NOT_APPROVED
AIG-004,"Prompt, model, provider, version and tool context SHALL be recorded for material AI-assisted decisions.",Audit can reproduce or compare the advisory step.,NOT_IMPLEMENTED,AI governance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/policy.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"AI is disabled and has no authority or network/data access. A configured advisory model, provenance pipeline, provider agreements and model-evaluation lifecycle are not implemented.",NOT_APPROVED
AIG-005,Customer content SHALL not be used for general model training without explicit lawful agreement.,Provider settings and contract evidence support the configured mode.,PARTIAL,AI governance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/policy.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"AI is disabled and has no authority or network/data access. A configured advisory model, provenance pipeline, provider agreements and model-evaluation lifecycle are not implemented.",NOT_APPROVED
AIG-006,Prompt injection and untrusted document content SHALL be treated as attacker-controlled input.,Adversarial document cannot change system policy or tool authority.,VERIFIED_IN_ENGINEERING_PROFILE,AI governance owner,Not assigned; required before production,R2,Automated test / simulation,src/policy.mjs; docs/SECURITY.md,tests/lifecycle.test.mjs; tests/extended-security.test.mjs; reports/tests.tap; reports/final-regression.tap,"AI is disabled and has no authority or network/data access. A configured advisory model, provenance pipeline, provider agreements and model-evaluation lifecycle are not implemented.",NOT_APPROVED
AIG-007,AI tools SHALL receive narrow capabilities and output limits.,Model cannot access unrelated tenant data or execute unapproved calls.,NOT_IMPLEMENTED,AI governance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/policy.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"AI is disabled and has no authority or network/data access. A configured advisory model, provenance pipeline, provider agreements and model-evaluation lifecycle are not implemented.",NOT_APPROVED
AIG-008,High-impact AI recommendations SHALL be corroborated by deterministic checks or authoritative evidence.,AI risk score alone cannot satisfy a mandatory predicate.,VERIFIED_IN_ENGINEERING_PROFILE,AI governance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/policy.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"AI is disabled and has no authority or network/data access. A configured advisory model, provenance pipeline, provider agreements and model-evaluation lifecycle are not implemented.",NOT_APPROVED
AIG-009,The platform SHALL support disabling AI while preserving core enforcement.,Tenant can run deterministic system with AI unavailable.,VERIFIED_IN_ENGINEERING_PROFILE,AI governance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/policy.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"AI is disabled and has no authority or network/data access. A configured advisory model, provenance pipeline, provider agreements and model-evaluation lifecycle are not implemented.",NOT_APPROVED
AIG-010,AI safety and performance SHALL be continuously evaluated with versioned test suites.,Model update cannot be promoted without regression report.,NOT_IMPLEMENTED,AI governance owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/policy.mjs; docs/SECURITY.md,docs/PRODUCTION-ACCEPTANCE.md,"AI is disabled and has no authority or network/data access. A configured advisory model, provenance pipeline, provider agreements and model-evaluation lifecycle are not implemented.",NOT_APPROVED
CON-001,"Every connector SHALL declare supported actions, required permissions, target limitations, idempotency behaviour and coverage implications.",Connector manifest is present and signed.,PARTIAL,Target integration owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/target.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Controlled SQLite target simulator, not a bank/ERP/cloud connector. Real target APIs, least-privilege credentials, support workflow and upgrade revalidation are missing.",NOT_APPROVED
CON-002,"Connectors SHALL use least-privilege target credentials and separate read, write and administrative scopes where possible.",Permission review shows no unnecessary scope.,NOT_IMPLEMENTED,Target integration owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/target.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Controlled SQLite target simulator, not a bank/ERP/cloud connector. Real target APIs, least-privilege credentials, support workflow and upgrade revalidation are missing.",NOT_APPROVED
CON-003,Secrets SHALL be stored in approved secret infrastructure and never logged.,Automated tests detect no secret in log or crash dump.,PARTIAL,Target integration owner,Not assigned; required before production,R2,Automated test / simulation,src/target.mjs,tests/lifecycle.test.mjs; reports/tests.tap; reports/final-regression.tap,"Controlled SQLite target simulator, not a bank/ERP/cloud connector. Real target APIs, least-privilege credentials, support workflow and upgrade revalidation are missing.",NOT_APPROVED
CON-004,Connector inputs and target responses SHALL be schema-validated.,"Malformed target response produces uncertain outcome, not success.",VERIFIED_IN_ENGINEERING_PROFILE,Target integration owner,Not assigned; required before production,R2,Automated test / simulation,src/target.mjs,tests/lifecycle.test.mjs; tests/extended-security.test.mjs; reports/tests.tap; reports/final-regression.tap,"Controlled SQLite target simulator, not a bank/ERP/cloud connector. Real target APIs, least-privilege credentials, support workflow and upgrade revalidation are missing.",NOT_APPROVED
CON-005,Connectors SHALL implement bounded retries and reconciliation.,Failure injection does not duplicate a mutating action.,VERIFIED_IN_ENGINEERING_PROFILE,Target integration owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/target.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Controlled SQLite target simulator, not a bank/ERP/cloud connector. Real target APIs, least-privilege credentials, support workflow and upgrade revalidation are missing.",NOT_APPROVED
CON-006,"Connector upgrades SHALL trigger compatibility, security and coverage revalidation.",Major target API change moves path to UNKNOWN until tests pass.,NOT_IMPLEMENTED,Target integration owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/target.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Controlled SQLite target simulator, not a bank/ERP/cloud connector. Real target APIs, least-privilege credentials, support workflow and upgrade revalidation are missing.",NOT_APPROVED
CON-007,The platform SHALL support customer-hosted connectors and gates for high-assurance deployment.,Customer VPC deployment operates without vendor access to target credential.,PARTIAL,Target integration owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/target.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Controlled SQLite target simulator, not a bank/ERP/cloud connector. Real target APIs, least-privilege credentials, support workflow and upgrade revalidation are missing.",NOT_APPROVED
CON-008,"Connector support access SHALL be time-bound, customer-authorised and audited.",Vendor engineer has no standing access.,NOT_IMPLEMENTED,Target integration owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/target.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Controlled SQLite target simulator, not a bank/ERP/cloud connector. Real target APIs, least-privilege credentials, support workflow and upgrade revalidation are missing.",NOT_APPROVED
CON-009,"Connectors SHALL expose health, latency, error and target-rate metrics without exposing unnecessary payload.",Operations can diagnose SLA impact safely.,PARTIAL,Target integration owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/target.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Controlled SQLite target simulator, not a bank/ERP/cloud connector. Real target APIs, least-privilege credentials, support workflow and upgrade revalidation are missing.",NOT_APPROVED
CON-010,"Unsupported target capabilities SHALL be surfaced as limitations, never silently emulated with weaker control.",UI shows exact limitation and prevents guarantee label.,VERIFIED_IN_ENGINEERING_PROFILE,Target integration owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,src/target.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Controlled SQLite target simulator, not a bank/ERP/cloud connector. Real target APIs, least-privilege credentials, support workflow and upgrade revalidation are missing.",NOT_APPROVED
UX-001,Routine low-risk workflows SHALL require no additional human approval when policy and evidence permit straight-through processing.,Design-partner workload achieves configured straight-through target.,PARTIAL,Frontend/accessibility owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,web/index.html; web/app.js; web/style.css,docs/PRODUCTION-ACCEPTANCE.md,"Functional HTTP integration and static UI/logic checks exist. Browser rendering, responsive screenshots, Playwright journeys, WCAG and human comprehension studies were unavailable.",NOT_APPROVED
UX-002,"Approval UI SHALL present the exact material change, old/new values, amount/volume, destination, evidence gaps, policy consequences and expiry.",User test identifies the changed field without opening source systems.,PARTIAL,Frontend/accessibility owner,Not assigned; required before production,R2,Automated test / simulation,web/index.html; web/app.js; web/style.css,tests/http-concurrency-ui.test.mjs; tests/extended-security.test.mjs; reports/tests.tap; reports/final-regression.tap,"Functional HTTP integration and static UI/logic checks exist. Browser rendering, responsive screenshots, Playwright journeys, WCAG and human comprehension studies were unavailable.",NOT_APPROVED
UX-003,Generic “Approve” without transaction detail SHALL not be used for protected actions.,UI lint/test rejects detail-free critical approval.,PARTIAL,Frontend/accessibility owner,Not assigned; required before production,R2,Automated test / simulation,web/index.html; web/app.js; web/style.css,tests/http-concurrency-ui.test.mjs; reports/tests.tap; reports/final-regression.tap,"Functional HTTP integration and static UI/logic checks exist. Browser rendering, responsive screenshots, Playwright journeys, WCAG and human comprehension studies were unavailable.",NOT_APPROVED
UX-004,Approval screens SHALL visually distinguish trusted Secure Mode from ordinary application UI.,User research demonstrates reliable recognition.,PARTIAL,Frontend/accessibility owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,web/index.html; web/app.js; web/style.css,docs/PRODUCTION-ACCEPTANCE.md,"Functional HTTP integration and static UI/logic checks exist. Browser rendering, responsive screenshots, Playwright journeys, WCAG and human comprehension studies were unavailable.",NOT_APPROVED
UX-005,"Operators SHALL receive concise next actions for ESCROW, DEFER and uncertain outcomes.","Every state has owner, reason and resolution path.",PARTIAL,Frontend/accessibility owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,web/index.html; web/app.js; web/style.css,docs/PRODUCTION-ACCEPTANCE.md,"Functional HTTP integration and static UI/logic checks exist. Browser rendering, responsive screenshots, Playwright journeys, WCAG and human comprehension studies were unavailable.",NOT_APPROVED
UX-006,The product SHALL minimise approval fatigue by batching only when individual semantic binding remains clear.,Batch approval shows each action and aggregate constraints; hidden additions invalidate batch.,NOT_IMPLEMENTED,Frontend/accessibility owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,web/index.html; web/app.js; web/style.css,docs/PRODUCTION-ACCEPTANCE.md,"Functional HTTP integration and static UI/logic checks exist. Browser rendering, responsive screenshots, Playwright journeys, WCAG and human comprehension studies were unavailable.",NOT_APPROVED
UX-007,The system SHALL support accessible interfaces while protecting the secure-display threat model.,Accessibility mode is documented with assurance level and tested.,PARTIAL,Frontend/accessibility owner,Not assigned; required before production,R2,Automated test / simulation,web/index.html; web/app.js; web/style.css,tests/http-concurrency-ui.test.mjs; reports/tests.tap; reports/final-regression.tap,"Functional HTTP integration and static UI/logic checks exist. Browser rendering, responsive screenshots, Playwright journeys, WCAG and human comprehension studies were unavailable.",NOT_APPROVED
UX-008,Customer administrators SHALL be able to simulate policy before enforcement.,Historical replay shows projected allow/deny/friction.,PARTIAL,Frontend/accessibility owner,Not assigned; required before production,R2,Automated test / simulation,web/index.html; web/app.js; web/style.css,tests/runtime-audit.test.mjs; reports/tests.tap; reports/final-regression.tap,"Functional HTTP integration and static UI/logic checks exist. Browser rendering, responsive screenshots, Playwright journeys, WCAG and human comprehension studies were unavailable.",NOT_APPROVED
UX-009,The UI SHALL display coverage and guarantee scope next to protected workflows.,User can see whether action is enforced or only monitored.,PARTIAL,Frontend/accessibility owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,web/index.html; web/app.js; web/style.css,docs/PRODUCTION-ACCEPTANCE.md,"Functional HTTP integration and static UI/logic checks exist. Browser rendering, responsive screenshots, Playwright journeys, WCAG and human comprehension studies were unavailable.",NOT_APPROVED
UX-010,Error messages SHALL not disclose sensitive policy or resource information to unauthorised users.,Pen-test cases receive safe generic response while authorised operator receives reason.,PARTIAL,Frontend/accessibility owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,web/index.html; web/app.js; web/style.css,docs/PRODUCTION-ACCEPTANCE.md,"Functional HTTP integration and static UI/logic checks exist. Browser rendering, responsive screenshots, Playwright journeys, WCAG and human comprehension studies were unavailable.",NOT_APPROVED
NFR-SEC-001,"The default architecture SHALL assume the network, endpoint, user session, calling application and communication channel may be compromised.",Threat model review and red-team scenarios.,PARTIAL,Security/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/SECURITY.md; tests/,docs/PRODUCTION-ACCEPTANCE.md,"Focused security tests are not ASVS certification, full SAST/DAST, current advisory review, independently signed release provenance or penetration assessment.",NOT_APPROVED
NFR-SEC-002,The trusted computing base SHALL be minimised and documented by component and line-of-code estimate.,Architecture bill of trust and independent review.,PARTIAL,Security/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/SECURITY.md; tests/,docs/PRODUCTION-ACCEPTANCE.md,"Focused security tests are not ASVS certification, full SAST/DAST, current advisory review, independently signed release provenance or penetration assessment.",NOT_APPROVED
NFR-SEC-003,Security-sensitive code SHALL meet a defined OWASP ASVS profile and secure coding standard.,Automated and manual verification report.,BLOCKED_EXTERNAL,Security/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/SECURITY.md; tests/,docs/PRODUCTION-ACCEPTANCE.md,"Focused security tests are not ASVS certification, full SAST/DAST, current advisory review, independently signed release provenance or penetration assessment.",NOT_APPROVED
NFR-SEC-004,"No production deployment SHALL contain default, shared or hardcoded privileged credentials.",Secret scan and deployment test.,PARTIAL,Security/release owner,Not assigned; required before production,R2,Automated test / simulation,docs/SECURITY.md; tests/,tests/http-concurrency-ui.test.mjs; reports/tests.tap; reports/final-regression.tap,"Focused security tests are not ASVS certification, full SAST/DAST, current advisory review, independently signed release provenance or penetration assessment.",NOT_APPROVED
NFR-SEC-005,All tenant boundaries SHALL be tested against confused-deputy and cross-tenant token attacks.,Negative multi-tenant test suite.,PARTIAL,Security/release owner,Not assigned; required before production,R2,Automated test / simulation,docs/SECURITY.md; tests/,tests/lifecycle.test.mjs; reports/tests.tap; reports/final-regression.tap,"Focused security tests are not ASVS certification, full SAST/DAST, current advisory review, independently signed release provenance or penetration assessment.",NOT_APPROVED
NFR-SEC-006,The product SHALL support encryption in transit and at rest using current approved profiles and crypto agility.,Configuration inventory and scanner results.,PARTIAL,Security/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/SECURITY.md; tests/,docs/PRODUCTION-ACCEPTANCE.md,"Focused security tests are not ASVS certification, full SAST/DAST, current advisory review, independently signed release provenance or penetration assessment.",NOT_APPROVED
NFR-SEC-007,Critical build and release artifacts SHALL be signed and carry provenance.,SLSA-aligned provenance and verification.,BLOCKED_EXTERNAL,Security/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/SECURITY.md; tests/,docs/PRODUCTION-ACCEPTANCE.md,"Focused security tests are not ASVS certification, full SAST/DAST, current advisory review, independently signed release provenance or penetration assessment.",NOT_APPROVED
NFR-SEC-008,"The SDLC SHALL implement code review, dependency control, secret scanning, SAST, DAST, fuzzing and independent penetration testing.",Release evidence bundle.,BLOCKED_EXTERNAL,Security/release owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/SECURITY.md; tests/,docs/PRODUCTION-ACCEPTANCE.md,"Focused security tests are not ASVS certification, full SAST/DAST, current advisory review, independently signed release provenance or penetration assessment.",NOT_APPROVED
NFR-PERF-001,Automated Commit Gate evaluation excluding external evidence calls SHOULD target p95 ≤250 ms and p99 ≤750 ms in the reference environment.,Benchmark with published hardware and policy set.,PARTIAL,Performance owner,Not assigned; required before production,R2/R4,Source inspection / analysis; external acceptance still required,reports/benchmark.json; scripts/benchmark.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Single-host synthetic microbenchmark, not production load/soak evidence. Runtime signed-audit p99 does not meet the 1 ms target; see measured report.",NOT_APPROVED
NFR-PERF-002,Cached local runtime decisions SHOULD target p99 ≤1 ms at supported software gates; packet enforcement targets SHALL be set per implementation.,Dataplane benchmark under load.,PARTIAL,Performance owner,Not assigned; required before production,R2/R4,Source inspection / analysis; external acceptance still required,reports/benchmark.json; scripts/benchmark.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Single-host synthetic microbenchmark, not production load/soak evidence. Runtime signed-audit p99 does not meet the 1 ms target; see measured report.",NOT_APPROVED
NFR-PERF-003,The system SHALL publish external connector latency separately from core policy latency.,Telemetry and benchmark report.,PARTIAL,Performance owner,Not assigned; required before production,R2/R4,Source inspection / analysis; external acceptance still required,reports/benchmark.json; scripts/benchmark.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Single-host synthetic microbenchmark, not production load/soak evidence. Runtime signed-audit p99 does not meet the 1 ms target; see measured report.",NOT_APPROVED
NFR-PERF-004,The reference finance gate SHALL sustain at least 100 protected action evaluations per second per gate instance without error.,Load test.,PARTIAL,Performance owner,Not assigned; required before production,R2/R4,Source inspection / analysis; external acceptance still required,reports/benchmark.json; scripts/benchmark.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Single-host synthetic microbenchmark, not production load/soak evidence. Runtime signed-audit p99 does not meet the 1 ms target; see measured report.",NOT_APPROVED
NFR-PERF-005,Runtime enforcement SHALL remain stable under adversarial request and cache-churn load.,Soak and exhaustion test.,PARTIAL,Performance owner,Not assigned; required before production,R2/R4,Source inspection / analysis; external acceptance still required,reports/benchmark.json; scripts/benchmark.mjs,docs/PRODUCTION-ACCEPTANCE.md,"Single-host synthetic microbenchmark, not production load/soak evidence. Runtime signed-audit p99 does not meet the 1 ms target; see measured report.",NOT_APPROVED
NFR-AVL-001,Production control services SHOULD target 99.95% monthly availability before enterprise GA; specific SLA appears only after operational evidence.,Service metrics and SLA review.,BLOCKED_EXTERNAL,Platform/SRE owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/RUNBOOKS.md,docs/PRODUCTION-ACCEPTANCE.md,"No multi-zone deployment, consensus/replication, production availability measurement, SLA or validated RTO/RPO exercise.",NOT_APPROVED
NFR-AVL-002,A single vendor-cloud failure SHALL NOT remove already cached local runtime controls.,Disconnection drill.,PARTIAL,Platform/SRE owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/RUNBOOKS.md,docs/PRODUCTION-ACCEPTANCE.md,"No multi-zone deployment, consensus/replication, production availability measurement, SLA or validated RTO/RPO exercise.",NOT_APPROVED
NFR-AVL-003,Critical tenant gates SHALL support multi-zone deployment and state recovery.,Failover test.,NOT_IMPLEMENTED,Platform/SRE owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/RUNBOOKS.md,docs/PRODUCTION-ACCEPTANCE.md,"No multi-zone deployment, consensus/replication, production availability measurement, SLA or validated RTO/RPO exercise.",NOT_APPROVED
NFR-AVL-004,Every action class SHALL have a documented failure policy and maximum stale-policy interval.,Failure-mode matrix approved.,PARTIAL,Platform/SRE owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/RUNBOOKS.md,docs/PRODUCTION-ACCEPTANCE.md,"No multi-zone deployment, consensus/replication, production availability measurement, SLA or validated RTO/RPO exercise.",NOT_APPROVED
NFR-AVL-005,"Recovery objectives SHALL be tiered: proposed reference RTO 15 minutes for critical gates and RPO near-zero for signed audit metadata, subject to deployment validation.",DR exercise.,BLOCKED_EXTERNAL,Platform/SRE owner,Not assigned; required before production,R2,Source inspection / analysis; external acceptance still required,docs/RUNBOOKS.md,docs/PRODUCTION-ACCEPTANCE.md,"No multi-zone deployment, consensus/replication, production availability measurement, SLA or validated RTO/RPO exercise.",NOT_APPROVED
